id_dot,x_dot,y_dot,r_dot
2348,5453.5,938.816,10.0066
2349,5544.62,883.4730000000001,10.0056
2350,5547.25,989.7230000000001,10.0074
2351,5638.37,934.3810000000001,10.0062
2352,5641.02,1040.66,10.0081
2353,5732.14,985.321,10.0067
2354,5734.8,1091.63,10.0084
2355,5825.91,1036.29,10.0068
2356,5828.59,1142.63,10.0085
2357,5919.69,1087.29,10.0068
2358,5922.38,1193.66,10.0085
2359,6013.48,1138.33,10.0065
2360,6016.18,1244.72,10.0082
2361,6107.27,1189.38,10.0061
2362,6109.98,1295.8,10.0077
2363,6201.06,1240.47,10.0054
2364,6203.78,1346.91,10.0069
2365,6294.85,1291.57,10.0044
2366,6297.58,1398.04,10.0059
2367,6388.63,1342.7,10.0033
2368,6391.37,1449.19,10.0048
2369,6482.41,1393.86,10.002
2370,6485.15,1500.36,10.0033
2371,6576.17,1445.03,10.0004
2372,6578.92,1551.55,10.0017
2373,6669.93,1496.22,9.998610000000001
2374,6672.68,1602.76,9.9999
2375,6763.67,1547.43,9.99653
2376,6766.42,1653.98,9.99785
2377,6857.39,1598.65,9.99436
2378,6860.15,1705.22,9.99558
2379,6951.09,1649.89,9.99187
2380,6953.85,1756.47,9.993039999999999
2381,7044.77,1701.15,9.989139999999999
2382,7047.54,1807.73,9.99036
2383,7138.42,1752.41,9.98616
2384,7141.19,1859.01,9.98738
2385,7232.05,1803.69,9.98291
2386,7234.82,1910.29,9.984160000000001
2387,7325.65,1854.98,9.97937
2388,7328.42,1961.58,9.98064
2389,7419.21,1906.27,9.97551
2390,7421.98,2012.88,9.97678
2391,7512.74,1957.58,9.971219999999999
2392,7515.51,2064.19,9.972660000000001
2393,7606.23,2008.89,9.96655
2394,7609.0,2115.5,9.96802
